msotgia_v10_06_00_06p03_overlay_run9435_B_bnb_nue_withOverlayFixed_1uNp_energyOnly_noPulses_v10_06_00_06p03_stage1_84146801_0.root	9435	28873	-302.813	55.2065	181.434	-355.905	32.4888	-395.179	579.497	0.000521693	2.44334	-5	-5	-5	1	0	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	
msotgia_v10_06_00_06p03_overlay_run9435_B_bnb_nue_withOverlayFixed_1uNp_energyOnly_noPulses_v10_06_00_06p03_stage1_84146801_0.root	9435	28873	-302.813	55.2065	181.434	-302.436	55.0819	181.247	0.439072	0.890463	2.44334	0.414668	0.293759	11	1	0	0.823299	0.00684513	0.567566	0.73789	-0.00478635	0.674904	0.999989	0.674911	-5	0.668767	0.304851	0.369626	0.369612	0.369587	-14.5272	0.809378	-0.175157	2.14633	0.714038	-999	0.714038	1.65198	1.04594	0.75	0.912493	5.31233	1.83773	
msotgia_v10_06_00_06p03_overlay_run9435_B_bnb_nue_withOverlayFixed_1uNp_energyOnly_noPulses_v10_06_00_06p03_stage1_84146801_0.root	9435	28873	-302.813	55.2065	181.434	-181.189	-18.7076	279.752	172.98	0.00109577	2.44334	-5	-5	-5	1	0	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	
msotgia_v10_06_00_06p03_overlay_run9435_B_bnb_nue_withOverlayFixed_1uNp_energyOnly_noPulses_v10_06_00_06p03_stage1_84146801_0.root	9435	28873	-302.813	55.2065	181.434	-324.653	18.1214	200.217	46.9584	0.0595336	2.44334	-5	-5	-5	1	0	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	
msotgia_v10_06_00_06p03_overlay_run9435_B_bnb_nue_withOverlayFixed_1uNp_energyOnly_noPulses_v10_06_00_06p03_stage1_84146801_0.root	9435	28909	145.998	40.8852	428.68	146.141	41.086	429.156	0.536131	0.864813	2.07099	1.70872	1.39635	11	2	1	-0.0346008	-0.250567	0.967481	-0.0702543	-0.216284	0.973799	0.97633	0.997408	1.76522	1.46307	1.62507	1.70386	1.70375	1.70397	0.0360116	-0.141268	-0.0463032	3.12308	5.53792	4.76883	3.12308	1.02292	1.00205	0.862758	0.99237	1.96498	1.76906	
msotgia_v10_06_00_06p03_overlay_run9435_B_bnb_nue_withOverlayFixed_1uNp_energyOnly_noPulses_v10_06_00_06p03_stage1_84146801_0.root	9435	28909	145.998	40.8852	428.68	60.9692	61.7998	-168.517	603.583	0.00499563	2.07099	1.70872	1.39635	11	2	1	0.867006	-0.390299	0.309786	-0.0702543	-0.216284	0.973799	0.97633	0.997408	0.747712	0.731589	0.556742	1.70386	1.70375	1.70397	-0.561167	-0.570602	-0.673267	1.03829	-999	0.392677	-999	0.00413378	0.00252494	0.00300464	1	0.153414	0	
msotgia_v10_06_00_06p03_overlay_run9435_B_bnb_nue_withOverlayFixed_1uNp_energyOnly_noPulses_v10_06_00_06p03_stage1_84146801_0.root	9435	28909	145.998	40.8852	428.68	311.303	92.3772	899.587	501.728	0.000336056	2.07099	1.70872	1.39635	11	2	1	-0.681477	-0.581051	-0.444937	-0.0702543	-0.216284	0.973799	0.97633	0.997408	0.685466	0.427729	0.541437	1.70386	1.70375	1.70397	-0.597699	-0.748949	-0.682249	1.56039	-999	-999	-999	0.000751597	1.29722e-05	0.000769231	1	0.135157	0	
msotgia_v10_06_00_06p03_overlay_run9435_B_bnb_nue_withOverlayFixed_1uNp_energyOnly_noPulses_v10_06_00_06p03_stage1_84146801_0.root	9435	28909	145.998	40.8852	428.68	191.829	133.173	862.018	445.42	6.36668e-05	2.07099	1.70872	1.39635	11	2	1	-0.119637	-0.903716	-0.411078	-0.0702543	-0.216284	0.973799	0.97633	0.997408	1.01544	0.960016	0.936529	1.70386	1.70375	1.70397	-0.404037	-0.436529	-0.450383	-999	1.70657	-999	1.70657	0.00413378	9.22829e-05	0.00518623	1	0.187208	0	
msotgia_v10_06_00_06p03_overlay_run9435_B_bnb_nue_withOverlayFixed_1uNp_energyOnly_noPulses_v10_06_00_06p03_stage1_84146801_0.root	9435	28909	145.998	40.8852	428.68	145.64	131.794	681.537	268.703	0.000161633	2.07099	1.70872	1.39635	11	2	1	-0.515416	-0.852589	-0.0862489	-0.0702543	-0.216284	0.973799	0.97633	0.997408	0.598141	0.537893	0.542135	1.70386	1.70375	1.70397	-0.64895	-0.684289	-0.68184	1.91279	1.4038	1.26703	1.4038	0.00187899	0.000234281	0.00286205	1	1.1492	0	
msotgia_v10_06_00_06p03_overlay_run9435_B_bnb_nue_withOverlayFixed_1uNp_energyOnly_noPulses_v10_06_00_06p03_stage1_84146801_0.root	9435	28909	145.998	40.8852	428.68	7.962	-40.5493	623.52	252.286	2.50641e-05	2.07099	1.70872	1.39635	11	2	1	0.514053	-0.856265	0.0505932	-0.0702543	-0.216284	0.973799	0.97633	0.997408	0.412708	0.430439	0.41217	1.70386	1.70375	1.70397	-0.757781	-0.747358	-0.758112	-999	-999	-999	-999	0.0011274	3.63295e-05	0.0026178	1	0.271686	0	
