msotgia_v10_06_00_06p03_overlay_run9435_B_bnb_nue_withOverlayFixed_thisStage_v10_06_00_06p03_stage1_26397749_0.root	9435	35383	-100.729	91.5477	570.555	-100.921	88.8677	568.413	3.43662	0.762424	2.42922	2.02458	1.47664	11	2	0	0.0336598	0.2078	0.977592	0.0203719	0.0657453	0.997628	0.997836	0.999792	1.96006	1.17707	1.94252	1.99534	1.99526	1.9954	-0.0176845	-0.410064	-0.0265006	10.3932	1.85471	-999	10.3932	0.608545	0.969421	0.899317	0.934421	21.6197	19.2815	
msotgia_v10_06_00_06p03_overlay_run9435_B_bnb_nue_withOverlayFixed_thisStage_v10_06_00_06p03_stage1_26397749_0.root	9435	35383	-100.729	91.5477	570.555	-109.608	132.729	-855.413	1426.59	0.00129773	2.42922	2.02458	1.47664	11	2	0	-0.711246	-0.680933	0.174527	0.0203719	0.0657453	0.997628	0.997836	0.999792	0.301083	0.358154	0.307702	1.99534	1.99526	1.9954	-0.849107	-0.820498	-0.845794	-999	2.65409	1.52192	2.65409	0.000769823	3.14497e-05	0.00331126	1	0.203162	0.322534	
msotgia_v10_06_00_06p03_overlay_run9435_B_bnb_nue_withOverlayFixed_thisStage_v10_06_00_06p03_stage1_26397749_0.root	9435	35383	-100.729	91.5477	570.555	-111.916	133.208	-420.662	992.155	0.000864281	2.42922	2.02458	1.47664	11	2	0	0.417777	-0.670553	0.613043	0.0203719	0.0657453	0.997628	0.997836	0.999792	0.16947	0.171797	0.170942	1.99534	1.99526	1.9954	-0.915067	-0.913897	-0.914332	-999	1.7297	4.51076	1.7297	0.00692841	0.00128063	0.0458015	1	0.178721	0.187316	
msotgia_v10_06_00_06p03_overlay_run9435_B_bnb_nue_withOverlayFixed_thisStage_v10_06_00_06p03_stage1_26397749_0.root	9435	35383	-100.729	91.5477	570.555	-258.624	130.694	513.206	172.488	0.0493229	2.42922	2.02458	1.47664	11	2	0	0.322245	-0.918584	0.228826	0.0203719	0.0657453	0.997628	0.997836	0.999792	0.669968	0.685076	0.593449	1.99534	1.99526	1.9954	-0.664234	-0.656648	-0.702591	1.35842	1.29457	1.66808	1.35842	0.0207852	0.0125588	0.0262391	1	0.65323	0	
msotgia_v10_06_00_06p03_overlay_run9435_B_bnb_nue_withOverlayFixed_thisStage_v10_06_00_06p03_stage1_26397749_0.root	9435	35383	-100.729	91.5477	570.555	-118.88	134.314	363.4	212.301	0.00128712	2.42922	2.02458	1.47664	11	2	0	0.141835	-0.962633	-0.230695	0.0203719	0.0657453	0.997628	0.997836	0.999792	0.787496	0.804651	0.651422	1.99534	1.99526	1.9954	-0.605333	-0.596718	-0.673538	1.91986	1.52516	-999	1.91986	0.0127021	0.00190717	0.0160039	1	0.236227	0	
msotgia_v10_06_00_06p03_overlay_run9435_B_bnb_nue_withOverlayFixed_thisStage_v10_06_00_06p03_stage1_26397749_0.root	9435	35383	-100.729	91.5477	570.555	-248.185	132.31	425.771	210.635	0.000101738	2.42922	2.02458	1.47664	11	2	0	0.35062	-0.646127	0.677927	0.0203719	0.0657453	0.997628	0.997836	0.999792	0.883735	0.943935	0.881393	1.99534	1.99526	1.9954	-0.557101	-0.526911	-0.558287	-999	-999	-999	-999	0.00115473	0.000150749	0.00160256	1	0.166634	0	
msotgia_v10_06_00_06p03_overlay_run9435_B_bnb_nue_withOverlayFixed_thisStage_v10_06_00_06p03_stage1_26397749_0.root	9435	35383	-100.729	91.5477	570.555	-222.314	132.239	326.072	276.063	0.00299818	2.42922	2.02458	1.47664	11	2	0	0.906961	-0.413081	0.0823728	0.0203719	0.0657453	0.997628	0.997836	0.999792	0.354481	0.278754	0.222853	1.99534	1.99526	1.9954	-0.822346	-0.860292	-0.888317	2.10364	0.457376	1.64268	0.457376	0.0119323	0.00216075	0.045858	1	1.34962	0	
msotgia_v10_06_00_06p03_overlay_run9435_B_bnb_nue_withOverlayFixed_thisStage_v10_06_00_06p03_stage1_26397749_0.root	9435	35383	-100.729	91.5477	570.555	120.577	99.7755	-847.634	1435.38	0.00145879	2.42922	-5	-5	-5	2	0	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	
msotgia_v10_06_00_06p03_overlay_run9435_B_bnb_nue_withOverlayFixed_thisStage_v10_06_00_06p03_stage1_26397749_0.root	9435	35383	-100.729	91.5477	570.555	87.6142	-94.9034	-211.154	825.413	0.00310379	2.42922	-5	-5	-5	2	0	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	
msotgia_v10_06_00_06p03_overlay_run9435_B_bnb_nue_withOverlayFixed_thisStage_v10_06_00_06p03_stage1_26397749_0.root	9435	35431	91.0325	-159.266	527.175	-120.064	117.604	-374.72	966.765	0.000223949	1.79058	-5	-5	-5	1	0	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	
